query_number,query_text,matched_codes,match_count
6511,"AND([NBSOverallFlag] == 'Green',[InvolvInContrWeapons] False,[oekomRating] IN 'A+|A|A-|B+|B|B-|C+|C|C-',[FossilFuelInvolvementPAI] False)",NBSOverallFlag,1
6512,"AND([NBSOverallFlag] == 'Green',[NBSOverallScore] < '6')",NBSOverallFlag,1
6513,"AND([NBSOverallFlag] == 'Green',[oekomPerformanceScore] >= '50')",NBSOverallFlag,1
6514,"AND([NBSOverallFlag] == 'Green',[oekomRating] IN 'A+|A|A-|B+|B|B-|C+|C|C-',[ClimateTotalEmissionsIntEUR] <= '500',[ClimateGHGReductionTargets] IN 'Ambitious Target|Committed SBT|Approved SBT')",NBSOverallFlag,1
6515,"AND([NBSOverallFlag] == 'Green',[OverallQualityScoreDec] <= '3')",NBSOverallFlag,1
6516,"AND([NBSOverallFlag] == 'Green',[OverallQualityScoreDec] <= '5')",NBSOverallFlag,1
6517,"AND([NBSOverallFlag] == 'Green',[PriceToEarnings] < '10',[ThreeYearTSRAnnualized] < '0.1')",NBSOverallFlag,1
6518,"AND([NBSOverallFlag] == 'Green',[SDGRLifeBelowWater] >= '5')",NBSOverallFlag,1
6519,"AND([NBSOverallFlag] == 'Green',[SusSolOverallScore] > '0')",NBSOverallFlag,1
6520,"AND([NBSOverallFlag] == 'Green',OR([APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED'))",NBSOverallFlag,1
6521,"AND([NBSOverallFlag] == 'RED',[AlcoholInvolvement] ANY 'Production|Distribution|Services')",NBSOverallFlag,1
6522,"AND([NBSOverallFlag] == 'RED',[AlcoholRevShareInterval] == '[5-10%)')",NBSOverallFlag,1
6523,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED')",NBSOverallFlag,1
6524,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[PowGenRevShareCoalMin] >= '0.3',[TobaccoProdMinRev] >= '0.05',[GamblingProdMinRev] == '0.05',[CoalMiningRevShareMinThermal] >= '0.1',[CoalMiningInvolvement] ANY 'Production')",NBSOverallFlag,1
6525,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED')",NBSOverallFlag,1
6526,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED')",NBSOverallFlag,1
6527,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED')",NBSOverallFlag,1
6528,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED')",NBSOverallFlag,1
6529,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED')",NBSOverallFlag,1
6530,"AND([NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED')",NBSOverallFlag,1
6531,"AND([NBSOverallFlag] == 'RED',[CaseAreas] IN 'Norms-Based Screening>Human rights|Norms-Based Screening>Labour rights')",NBSOverallFlag,1
6532,"AND([NBSOverallFlag] == 'RED',[CaseFlag] == 'RED')",NBSOverallFlag,1
6533,"AND([NBSOverallFlag] == 'RED',[CaseFlag] IN 'RED|Amber')",NBSOverallFlag,1
6534,"AND([NBSOverallFlag] == 'RED',[CaseType] == 'Norms-Based Screening')",NBSOverallFlag,1
6535,"AND([NBSOverallFlag] == 'RED',[CountryOfIncorporation] == 'Canada')",NBSOverallFlag,1
6536,"AND([NBSOverallFlag] == 'RED',[CountryOfIncorporation] == 'USA')",NBSOverallFlag,1
6537,"AND([NBSOverallFlag] == 'RED',[CountryOfIncorporation] IN 'China|Hong Kong')",NBSOverallFlag,1
6538,"AND([NBSOverallFlag] == 'RED',[FundESGRatingStars] IS :NC)",NBSOverallFlag,1
6539,"AND([NBSOverallFlag] == 'RED',[GICSSector] == 'Energy')",NBSOverallFlag,1
6540,"AND([NBSOverallFlag] == 'RED',[IssuerType] == 'Publicly-held')",NBSOverallFlag,1
6541,"AND([NBSOverallFlag] == 'RED',[IssuerType] IN 'Publicly-held|Private Company')",NBSOverallFlag,1
6542,"AND([NBSOverallFlag] == 'RED',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution')",NBSOverallFlag,1
6543,"AND([NBSOverallFlag] == 'RED',[NBRCaseFrameworkUNGCPrinciple] ANY 'Principle 1 - Human Rights (All)|Principle 1 - Human Rights|Principle 1 - Human Rights (Labour Rights)|Principle 2 - Human Rights Complicity|Principle 2 - Human Rights Complicity (Labour Rights)|Principle 3 - Union Rights|Principle 4 - Forced Labour|Principle 5 - Child Labour|Principle 6 - Discrimination|Principles 7-9 - Environment|Principle 10 - Corruption')",NBSOverallFlag,1
6544,"AND([NBSOverallFlag] == 'RED',[NBRCaseFrameworkUNGCPrinciple] ANY 'Principles 7-9 - Environment')",NBSOverallFlag,1
6545,"AND([NBSOverallFlag] == 'RED',[NBRCaseKeyThematicArea] ANY 'Fundamental human rights')",NBSOverallFlag,1
6546,"AND([NBSOverallFlag] == 'RED',[NBRCaseKeyThematicArea] ANY 'Workplace discrimination')",NBSOverallFlag,1
6547,"AND([NBSOverallFlag] == 'RED',[NBRCaseKeyTheme] == 'Biodiversity')",NBSOverallFlag,1
6548,"AND([NBSOverallFlag] == 'RED',[NBRCaseNormArea] == 'Labour Rights')",NBSOverallFlag,1
6549,"AND([NBSOverallFlag] == 'RED',[NBRCaseVerificationIndicator] == 'Verified')","NBSOverallFlag, NBRCaseVerificationIndicator",2
6550,"AND([NBSOverallFlag] == 'RED',[NBSCaseIssues] ANY 'Anti-competitive behaviour|Failure to prevent bribery|Failure to prevent money laundering|Failure to assess environmental impacts|Failure to mitigate climate change impacts|Failure to mitigate the production / distribution of hazardous substances|Failure to prevent air pollution|Failure to prevent deforestation / illegal logging|Failure to prevent depletion of biodiversity|Failure to prevent gas leak|Failure to prevent oil spill|Failure to prevent soil pollution|Failure to prevent water pollution|Opposition to climate change mitigation|Poor nuclear safety|Poor waste management|Failure to conduct human rights due diligence|Failure to mitigate risk of military / security supplies being used in violation of human rights|Failure to pay fair share of taxes|Failure to prevent social discrimination|Failure to respect consumers\' rights|Failure to respect freedom of expression|Failure to respect indigenous rights|Failure to respect the right not to be subjected to torture / inhumane treatment|Failure to respect the right to an adequate standard of living|Failure to respect the right to health|Failure to respect the right to life|Failure to respect the right to privacy|Failure to respect the right to self-determination|Failure to respect the right to water|Failure to respect traditional knowledge|Failure to remediate forced displacement|Opposition to tobacco control|Poor stakeholder consultation|Industrial accident|Failure to prevent child labour|Failure to prevent discrimination|Failure to prevent forced labour|Failure to prevent gender discrimination|Failure to prevent racial discrimination|Failure to respect the right to an adequate living wage|Failure to respect the right to just and favourable conditions of work|Failure to respect the right to safe and healthy working conditions|Failure to respect union rights|Lawsuit|Supply chain|Failure to manage cybersecurity')",NBSOverallFlag,1
6551,"AND([NBSOverallFlag] == 'RED',[NBSCaseIssues] ANY 'Anti-competitive behaviour|Failure to prevent bribery|Failure to prevent money laundering|Failure to pay fair share of taxes')",NBSOverallFlag,1
6552,"AND([NBSOverallFlag] == 'RED',[NBSCaseIssues] ANY 'Failure to prevent child labour|Failure to prevent forced labour')",NBSOverallFlag,1
6553,"AND([NBSOverallFlag] == 'RED',[NBSCaseIssues] ANY 'Industrial accident|Lawsuit|Opposition to climate change mitigation|Poor nuclear safety|Poor stakeholder consultation|Poor waste management|Supply chain|Workplace discrimination on the grounds of gender')",NBSOverallFlag,1
6554,"AND([NBSOverallFlag] == 'RED',[NBSOverallFlag] == 'Amber',[NBSOverallFlag] == 'Green',[NBSOverallResponsiveness] == 'Highly responsive',[NBSOverallResponsiveness] == 'Responsive',[NBSOverallResponsiveness] == 'Responsive, but defensive',[NBSOverallResponsiveness] == 'Unresponsive',[NBSOverallScore] >= '1')","NBSOverallFlag, NBSOverallFlag, NBSOverallFlag",3
6555,"AND([NBSOverallFlag] == 'RED',[NBSOverallFlag] == 'Amber',[NBSOverallFlag] == 'Green',[NBSOverallScore] <= '10')","NBSOverallFlag, NBSOverallFlag, NBSOverallFlag",3
6556,"AND([NBSOverallFlag] == 'RED',[NBSOverallScore] == '10')",NBSOverallFlag,1
6557,"AND([NBSOverallFlag] == 'RED',[oekomPerformanceScore] > '0')",NBSOverallFlag,1
6558,"AND([NBSOverallFlag] == 'RED',[oekomRating] IN 'C-|D+|D|D-')",NBSOverallFlag,1
6559,"AND([NBSOverallFlag] == 'RED',[OverallQualityScoreDec] >= '7')",NBSOverallFlag,1
6560,"AND([NBSOverallFlag] == 'RED',[SDGSolSocMinCombinedCont] >= '0.2',[SDGSolEnvMinCombinedCont] >= '0.2',[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)|User (Production)|Distribution',[NACECodeTreeDescription] == '0')",NBSOverallFlag,1
6561,"AND([NBSOverallFlag] == 'RED',[TobaccoInvolvement] ANY 'Production',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED')",NBSOverallFlag,1
6562,"AND([NBSOverallFlag] == 'RED',AND([CaseAreas] IN 'Norms-Based Screening>Corruption|Norms-Based Screening>Environment|Norms-Based Screening>Human rights|Norms-Based Screening>Labour rights',[CaseFlag] == 'RED'))",NBSOverallFlag,1
6563,"AND([NBSOverallFlag] == 'RED',AND([NBRCaseSeveritySignal] ANY 'Very Severe|Severe',[NBSCaseIssues] ANY 'Anti-competitive behaviour|Failure to prevent bribery|Failure to prevent money laundering|Failure to assess environmental impacts|Failure to mitigate climate change impacts'))",NBSOverallFlag,1
6564,"AND([NBSOverallFlag] == 'RED',OR([NBRCaseNormBiodiversityConvention] True,[NBRCaseNormILOFundLabourConvention] ANY 'ILO 29 - Forced Labour|ILO 87 - Freedom of Association, Protection of Right to Organise|ILO 98 - Right to Organise and Collective Bargaining|ILO 100 - Equal Remuneration|ILO 105 - Abolition of Forced Labour|ILO 111 - Discrimination (Employment and Occupation)|ILO 138 - Minimum Age|ILO 182 - Worst Forms of Child Labour',[NBRCaseNormParisAgreement] True,[NBRCaseFrameworkOECDGuidelines] ANY 'OECD III - Disclosure (Accounting Fraud)|OECD IV - Human Rights|OECD V - Employment and Industrial Relations|OECD VI - Environment|OECD VII - Bribery|OECD VIII - Consumer Interests|OECD X - Competition|OECD XI - Taxation',[NBRCaseFrameworkSDGS] ANY 'SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 3 - Good Health and Wellbeing|SDG 4 - Education|SDG 5 - Gender Equality|SDG 6 - Clean Water & Sanitation|SDG 8 - Decent Work and Economic Growth|SDG 10 - Reduced Inequalities|SDG 11 - Sustainable Cities and Communities|SDG 12 - Responsible Consumption and Production|SDG 13 - Climate Action|SDG 14 - Life Below Water|SDG 15 - Life on Land|SDG 16 - Peace, Justice and Strong Institutions',[NBRCaseFrameworkUNGCPrinciple] ANY 'Principle 1 - Human Rights (All)|Principle 1 - Human Rights|Principle 1 - Human Rights (Labour Rights)|Principle 2 - Human Rights Complicity|Principle 2 - Human Rights Complicity (Labour Rights)|Principle 3 - Union Rights|Principle 4 - Forced Labour|Principle 5 - Child Labour|Principle 6 - Discrimination|Principles 7-9 - Environment|Principle 10 - Corruption'))",NBSOverallFlag,1
6565,"AND([NBSOverallFlag] IN 'Amber',[NBRCaseNormArea] IN 'Human Rights|Labour Rights|Environment|Corruption')",NBSOverallFlag,1
6566,"AND([NBSOverallFlag] IN 'Amber|Green',[InvolvInContrWeapons] False,[oekomRating] IN 'A+|A|A-|B+|B|B-|C+|C|C-|D+',[FossilFuelInvolvementPAI] False)",NBSOverallFlag,1
6567,"AND([NBSOverallFlag] IN 'Amber|Green',[NBROverallSeverityIndicator] IN 'Moderate|Potential',[APMinesVerInvRedAmber] False,[BiologicalWeaponsVerInvRedAmber] False,[ChemicalWeaponsVerInvRedAmber] False,[ClusterMunitionsVerInvRedAmber] False,[DepletedUraniumVerInvRedAmber] False,[IncendiaryWeaponsVerInvRedAmber] False,[NuclearWeaponsINPTVerInvRedAmber] False,[NuclearWeaponsONPTVerInvRedAmber] False,[WhitePhosphorusVerInvRedAmber] False,[TobaccoProdTradMaxRev] == '0',[ThermCoalAndPowGenRevShareMax] == '0',[FossilFuelTotOilProdRevShareMax] <= '0.05',[FossilFuelTotGasProdRevShareMax] <= '0.05',[ShaleOilGasInvolvement] NONE 'Production|Services',[MilitaryEqmtRevShareMax] <= '0.05',[oekomRating] IN 'A+|A|A-|B+|B|B-|C+')",NBSOverallFlag,1
6568,"AND([NBSOverallFlag] IN 'Amber|Green',[oekomRating] IN 'C-|D+|D|D-')",NBSOverallFlag,1
6569,"AND([NBSOverallFlag] IN 'Amber|Green|RED',[GICSSector] == 'Consumer Staples')",NBSOverallFlag,1
6570,"AND([NBSOverallFlag] IN 'RED',[CaseAreas] IN 'Norms-Based Screening>Corruption|Norms-Based Screening>Environment|Norms-Based Screening>Human rights|Norms-Based Screening>Labour rights')",NBSOverallFlag,1
6571,"AND([NBSOverallFlag] IN 'RED',[FundESGRatingStars] IS :NC)",NBSOverallFlag,1
6572,"AND([NBSOverallFlag] IN 'RED',[MarketCap] >= '10000000000',[oekomRating] IN 'A+|A|A-|B+|B|B-|C+')",NBSOverallFlag,1
6573,"AND([NBSOverallFlag] IN 'RED',[MarketCap] >= '10000000000')",NBSOverallFlag,1
6574,"AND([NBSOverallFlag] IN 'RED',[NBRCaseFrameworkUNGCPrinciple] ANY 'Principle 1 - Human Rights (All)|Principle 1 - Human Rights|Principle 1 - Human Rights (Labour Rights)|Principle 2 - Human Rights Complicity|Principle 2 - Human Rights Complicity (Labour Rights)')",NBSOverallFlag,1
6575,"AND([NBSOverallFlag] IN 'RED',[NBRCaseNormArea] IN 'Human Rights|Labour Rights|Environment|Corruption')",NBSOverallFlag,1
6576,"AND([NBSOverallFlag] IN 'RED',[NBRCaseNormILOFundLabourConvention] ANY 'ILO 29 - Forced Labour')",NBSOverallFlag,1
6577,"AND([NBSOverallFlag] IN 'RED',OR([BiologicalWeaponsOverallFlag] IN 'Red|Amber',[ChemicalWeaponsOverallFlag] IN 'Red|Amber',[NuclearWeaponsOverallFlag] IN 'Red|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'Red|Amber',[ClusterMunitionsOverallFlag] IN 'Red|Amber',[DepletedUraniumOverallFlag] IN 'Red|Amber',[APMinesOverallFlag] IN 'Red|Amber'))",NBSOverallFlag,1
6578,"AND([NBSOverallFlag] IN 'RED|Amber',[CaseAreas] IN 'Norms-Based Screening>Corruption|Norms-Based Screening>Environment|Norms-Based Screening>Human rights|Norms-Based Screening>Labour rights')",NBSOverallFlag,1
6579,"AND([NBSOverallFlag] IN 'RED|Amber',[CaseType] == 'Norms-Based Screening')",NBSOverallFlag,1
6580,"AND([NBSOverallFlag] IN 'RED|Amber',[CountryOfIncorporation] == 'Japan')",NBSOverallFlag,1
6581,"AND([NBSOverallFlag] IN 'RED|Amber',[ESQSSocialDec] <= '3',[ESQSEnvironmentDec] >= '3')",NBSOverallFlag,1
6582,"AND([NBSOverallFlag] IN 'RED|Amber',[FossilFuelRevShareMin] >= '0.25',[FundESGRatingStars] IS :NC)",NBSOverallFlag,1
6583,"AND([NBSOverallFlag] IN 'RED|Amber',[FundESGRatingStars] IS :NC)",NBSOverallFlag,1
6584,"AND([NBSOverallFlag] IN 'RED|Amber',[GICSSector] == 'Energy',[CountryOfIncorporation] == 'USA')",NBSOverallFlag,1
6585,"AND([NBSOverallFlag] IN 'RED|Amber',[IssuerType] == 'Publicly-held')",NBSOverallFlag,1
6586,"AND([NBSOverallFlag] IN 'RED|Amber',[IssuerType] IN 'Government Institution|Non-Profit Organization|Other|Private Company|Publicly-held')",NBSOverallFlag,1
6587,"AND([NBSOverallFlag] IN 'RED|Amber',[NBRCaseFrameworkUNGCPrinciple] ANY 'Principle 1 - Human Rights (All)|Principle 1 - Human Rights|Principle 1 - Human Rights (Labour Rights)|Principle 2 - Human Rights Complicity|Principle 2 - Human Rights Complicity (Labour Rights)')",NBSOverallFlag,1
6588,"AND([NBSOverallFlag] IN 'RED|Amber',[NBSOverallScore] >= '8',[CountryOfIncorporation] == 'USA')",NBSOverallFlag,1
6589,"AND([NBSOverallFlag] IN 'RED|Amber',[NBSOverallScore] >= '8',[OverallQualityScoreDec] >= '8')",NBSOverallFlag,1
6590,"AND([NBSOverallFlag] IN 'RED|Amber',[NBSOverallScore] >= '8')",NBSOverallFlag,1
6591,"AND([NBSOverallFlag] IN 'RED|Amber',[NuclearWeaponsOverallFlag] IN 'RED|Amber')",NBSOverallFlag,1
6592,"AND([NBSOverallFlag] IN 'RED|Amber',[OverallQualityScoreDec] >= '7')",NBSOverallFlag,1
6593,"AND([NBSOverallFlag] IN 'RED|Amber',AND([CaseAreas] IN 'Norms-Based Screening>Environment',[CaseFlag] IN 'RED|Amber',[CaseTags] CTN 'climate'))",NBSOverallFlag,1
6594,"AND([NBSOverallFlag] IN 'RED|Amber',AND([CaseAreas] IN 'Norms-Based Screening>Environment',[CaseFlag] IN 'RED|Amber'))",NBSOverallFlag,1
6595,"AND([NBSOverallFlag] IN 'RED|Amber',AND([CaseAreas] IN 'Norms-Based Screening>Human rights',[CaseFlag] IN 'RED|Amber'))",NBSOverallFlag,1
6596,"AND([NBSOverallFlag] IN 'RED|Amber',AND([CaseFlag] IN 'RED|Amber',[CaseAreas] IN 'Norms-Based Screening>Labour rights|Norms-Based Screening>Corruption|Norms-Based Screening>Environment|Norms-Based Screening>Human rights'))",NBSOverallFlag,1
6597,"AND([NBSOverallFlag] IN 'RED|Amber',AND([NBRCaseKeyTheme] IN 'Biodiversity|Human rights due diligence|Indigenous rights',[NBRCaseSeveritySignal] ANY 'Very Severe|Severe',[CaseScore] >= '8'))",NBSOverallFlag,1
6598,"AND([NBSOverallFlag] IN 'RED|Amber',OR([BiologicalWeaponsOverallFlag] IN 'Red|Amber',[ChemicalWeaponsOverallFlag] IN 'Red|Amber',[NuclearWeaponsOverallFlag] IN 'Red|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'Red|Amber',[ClusterMunitionsOverallFlag] IN 'Red|Amber',[DepletedUraniumOverallFlag] IN 'Red|Amber',[APMinesOverallFlag] IN 'Red|Amber'))",NBSOverallFlag,1
6599,"AND([NBSOverallFlag] IN 'RED|Amber',OR([TobaccoInvolvement] ANY 'Production|Distribution|Services',[CannabisInvolvement] ANY 'Production|Distribution|Services'))",NBSOverallFlag,1
6600,"AND([NBSOverallFlag] IN 'RED|Amber',OR([TobaccoInvolvement] ANY 'Production|Distribution|Services',[CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation'))",NBSOverallFlag,1
6601,"AND([NBSOverallFlag] IN 'RED|Amber',OR([TobaccoInvolvement] ANY 'Production|Distribution|Services',[ContraceptivesInvolvement] ANY 'Production|Distribution|Services'))",NBSOverallFlag,1
6602,"AND([NBSOverallFlag] IN 'RED|Amber|Green',[APMinesOverallFlag] IN 'RED|Amber|Green',[BiologicalWeaponsOverallFlag] IN 'RED|Amber|Green',[ChemicalWeaponsOverallFlag] IN 'RED|Amber|Green',[ClusterMunitionsOverallFlag] IN 'RED|Amber|Green',[DepletedUraniumOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber|Green',[WhitePhosphorusOverallFlag] IN 'RED|Amber|Green',[CivFARevShareMax] != '1000',[MilitaryEqmtRevShareMax] != '100000',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[TobaccoServMaxRev] != '1000',[CoalMiningServMaxRev] != '10000',[OilSandsServMaxRev] != '10000',[TobaccoDistMaxRev] != '10000',[ClimateGHGReductionTargets] IN 'No Target|Non-Ambitious Target|Ambitious Target|Committed SBT|Approved SBT',[CoalMiningProdMaxRev] != '10000')",NBSOverallFlag,1
6603,"AND([NBSOverallFlag] IN 'RED|Amber|Green',[CaseAreas] IN 'Norms-Based Screening>Corruption|Norms-Based Screening>Environment|Norms-Based Screening>Human rights|Norms-Based Screening>Labour rights')",NBSOverallFlag,1
